Tree	Node A-form	Node B-form	Node C-form	Node D-form	Node E-form	Node F-form	Node G-form	Node H-form	Node I-form	Node J-form	Node K-form	Node L-form	Node M-form	Node N-form	Node O-form	Node P-form	Node Q-form	Node R-form	Node S-form	Node T-form	Node U-form	Node V-form	Node W-form	Node X-form	Node Y-form	Node Z-form	Node A1-form	Node B1-form	Node C1-form	Absolute frequency	Relative frequency	Order	Grew-match query	Grew-match URL	Number of nodes	Head node	MI	MI3	Dice	logDice	t-score	simple-LL
tako >obl (kot <case danes)	tako	kot	danes																											1	3.7	ABC	"pattern {A [form=""tako""]; C [form=""danes""]; B [form=""kot""]; A -[obl]-> C; C -[case]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22tako%22%5D%3B%20C%20%5Bform%3D%22danes%22%5D%3B%20B%20%5Bform%3D%22kot%22%5D%3B%20A%20-%5Bobl%5D-%3E%20C%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	tako	9.93	9.93	0.00	4.74	1.00	3.98
tako >obl (kot <case doslej)	tako	kot	doslej																											1	3.7	ABC	"pattern {A [form=""tako""]; C [form=""doslej""]; B [form=""kot""]; A -[obl]-> C; C -[case]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22tako%22%5D%3B%20C%20%5Bform%3D%22doslej%22%5D%3B%20B%20%5Bform%3D%22kot%22%5D%3B%20A%20-%5Bobl%5D-%3E%20C%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	tako	11.06	11.06	0.00	4.78	1.00	4.66
tako >obl (kot <case druga <amod dekleta)	tako	kot	druga	dekleta																										1	3.7	ABCD	"pattern {A [form=""tako""]; D [form=""dekleta""]; B [form=""kot""]; C [form=""druga""]; A -[obl]-> D; D -[case]-> B; D -[amod]-> C; A << D; D >> B; D >> C} without {A -> X0} without {D -> X1} without {B -> X2} without {C -> X3}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22tako%22%5D%3B%20D%20%5Bform%3D%22dekleta%22%5D%3B%20B%20%5Bform%3D%22kot%22%5D%3B%20C%20%5Bform%3D%22druga%22%5D%3B%20A%20-%5Bobl%5D-%3E%20D%3B%20D%20-%5Bcase%5D-%3E%20B%3B%20D%20-%5Bamod%5D-%3E%20C%3B%20A%20%3C%3C%20D%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BD%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D	4	tako	26.18	26.18	0.00	5.19	1.00	13.76
tako >obl (kot <case kamenodobni <amod človek)	tako	kot	kamenodobni	človek																										1	3.7	ABCD	"pattern {A [form=""tako""]; D [form=""človek""]; B [form=""kot""]; C [form=""kamenodobni""]; A -[obl]-> D; D -[case]-> B; D -[amod]-> C; A << D; D >> B; D >> C} without {A -> X0} without {D -> X1} without {B -> X2} without {C -> X3}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22tako%22%5D%3B%20D%20%5Bform%3D%22%C4%8Dlovek%22%5D%3B%20B%20%5Bform%3D%22kot%22%5D%3B%20C%20%5Bform%3D%22kamenodobni%22%5D%3B%20A%20-%5Bobl%5D-%3E%20D%3B%20D%20-%5Bcase%5D-%3E%20B%3B%20D%20-%5Bamod%5D-%3E%20C%3B%20A%20%3C%3C%20D%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BD%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D	4	tako	29.02	29.02	0.00	5.19	1.00	15.47
tako >obl (kot <case naslov >nmod (vajine <det druge <amod predstave))	tako	kot	naslov	vajine	druge	predstave																								1	3.7	ABCDEF	"pattern {A [form=""tako""]; C [form=""naslov""]; B [form=""kot""]; F [form=""predstave""]; D [form=""vajine""]; E [form=""druge""]; A -[obl]-> C; C -[case]-> B; C -[nmod]-> F; F -[det]-> D; F -[amod]-> E; A << C; C >> B; C << F; F >> D; F >> E} without {A -> X0} without {C -> X1} without {B -> X2} without {F -> X3} without {D -> X4} without {E -> X5}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22tako%22%5D%3B%20C%20%5Bform%3D%22naslov%22%5D%3B%20B%20%5Bform%3D%22kot%22%5D%3B%20F%20%5Bform%3D%22predstave%22%5D%3B%20D%20%5Bform%3D%22vajine%22%5D%3B%20E%20%5Bform%3D%22druge%22%5D%3B%20A%20-%5Bobl%5D-%3E%20C%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20C%20-%5Bnmod%5D-%3E%20F%3B%20F%20-%5Bdet%5D-%3E%20D%3B%20F%20-%5Bamod%5D-%3E%20E%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%3B%20C%20%3C%3C%20F%3B%20F%20%3E%3E%20D%3B%20F%20%3E%3E%20E%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BF%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D%20without%20%7BE%20-%3E%20X5%7D	6	tako	54.25	54.25	0.00	5.70	1.00	30.66
tako >obl (kot <case neandertalci)	tako	kot	neandertalci																											1	3.7	ABC	"pattern {A [form=""tako""]; C [form=""neandertalci""]; B [form=""kot""]; A -[obl]-> C; C -[case]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22tako%22%5D%3B%20C%20%5Bform%3D%22neandertalci%22%5D%3B%20B%20%5Bform%3D%22kot%22%5D%3B%20A%20-%5Bobl%5D-%3E%20C%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	tako	16.61	16.61	0.00	4.82	1.00	8.00
tako >obl (kot <case nekdaj)	tako	kot	nekdaj																											1	3.7	ABC	"pattern {A [form=""tako""]; C [form=""nekdaj""]; B [form=""kot""]; A -[obl]-> C; C -[case]-> B; A << C; C >> B} without {A -> X0} without {C -> X1} without {B -> X2}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22tako%22%5D%3B%20C%20%5Bform%3D%22nekdaj%22%5D%3B%20B%20%5Bform%3D%22kot%22%5D%3B%20A%20-%5Bobl%5D-%3E%20C%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D	3	tako	13.03	13.03	0.00	4.81	1.00	5.84
tako >obl (kot <case pred <case dvema <nummod tednoma)	tako	kot	pred	dvema	tednoma																									1	3.7	ABCDE	"pattern {A [form=""tako""]; E [form=""tednoma""]; B [form=""kot""]; C [form=""pred""]; D [form=""dvema""]; A -[obl]-> E; E -[case]-> B; E -[case]-> C; E -[nummod]-> D; A << E; E >> B; E >> C; E >> D} without {A -> X0} without {E -> X1} without {B -> X2} without {C -> X3} without {D -> X4}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22tako%22%5D%3B%20E%20%5Bform%3D%22tednoma%22%5D%3B%20B%20%5Bform%3D%22kot%22%5D%3B%20C%20%5Bform%3D%22pred%22%5D%3B%20D%20%5Bform%3D%22dvema%22%5D%3B%20A%20-%5Bobl%5D-%3E%20E%3B%20E%20-%5Bcase%5D-%3E%20B%3B%20E%20-%5Bcase%5D-%3E%20C%3B%20E%20-%5Bnummod%5D-%3E%20D%3B%20A%20%3C%3C%20E%3B%20E%20%3E%3E%20B%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BE%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D	5	tako	39.75	39.75	0.00	5.28	1.00	21.93
tako >obl (kot <case tisti >acl (kjer <mark je >nsubj vse >obl (v <case redu)))	tako	kot	tisti	kjer	je	vse	v	redu																						1	3.7	ABCDEFGH	"pattern {A [form=""tako""]; C [form=""tisti""]; B [form=""kot""]; E [form=""je""]; D [form=""kjer""]; F [form=""vse""]; H [form=""redu""]; G [form=""v""]; A -[obl]-> C; C -[case]-> B; C -[acl]-> E; E -[mark]-> D; E -[nsubj]-> F; E -[obl]-> H; H -[case]-> G; A << C; C >> B; C << E; E >> D; E << F; E << H; H >> G} without {A -> X0} without {C -> X1} without {B -> X2} without {E -> X3} without {D -> X4} without {F -> X5} without {H -> X6} without {G -> X7}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22tako%22%5D%3B%20C%20%5Bform%3D%22tisti%22%5D%3B%20B%20%5Bform%3D%22kot%22%5D%3B%20E%20%5Bform%3D%22je%22%5D%3B%20D%20%5Bform%3D%22kjer%22%5D%3B%20F%20%5Bform%3D%22vse%22%5D%3B%20H%20%5Bform%3D%22redu%22%5D%3B%20G%20%5Bform%3D%22v%22%5D%3B%20A%20-%5Bobl%5D-%3E%20C%3B%20C%20-%5Bcase%5D-%3E%20B%3B%20C%20-%5Bacl%5D-%3E%20E%3B%20E%20-%5Bmark%5D-%3E%20D%3B%20E%20-%5Bnsubj%5D-%3E%20F%3B%20E%20-%5Bobl%5D-%3E%20H%3B%20H%20-%5Bcase%5D-%3E%20G%3B%20A%20%3C%3C%20C%3B%20C%20%3E%3E%20B%3B%20C%20%3C%3C%20E%3B%20E%20%3E%3E%20D%3B%20E%20%3C%3C%20F%3B%20E%20%3C%3C%20H%3B%20H%20%3E%3E%20G%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BC%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BE%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D%20without%20%7BF%20-%3E%20X5%7D%20without%20%7BH%20-%3E%20X6%7D%20without%20%7BG%20-%3E%20X7%7D	8	tako	55.35	55.35	0.00	3.03	1.00	31.33
tako >obl (kot <case v <case svetu)	tako	kot	v	svetu																										1	3.7	ABCD	"pattern {A [form=""tako""]; D [form=""svetu""]; B [form=""kot""]; C [form=""v""]; A -[obl]-> D; D -[case]-> B; D -[case]-> C; A << D; D >> B; D >> C} without {A -> X0} without {D -> X1} without {B -> X2} without {C -> X3}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22tako%22%5D%3B%20D%20%5Bform%3D%22svetu%22%5D%3B%20B%20%5Bform%3D%22kot%22%5D%3B%20C%20%5Bform%3D%22v%22%5D%3B%20A%20-%5Bobl%5D-%3E%20D%3B%20D%20-%5Bcase%5D-%3E%20B%3B%20D%20-%5Bcase%5D-%3E%20C%3B%20A%20%3C%3C%20D%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BD%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D	4	tako	15.71	15.71	0.00	3.18	1.00	7.46
tako >obl (kot <case vsa <det ta <det leta)	tako	kot	vsa	ta	leta																									1	3.7	ABCDE	"pattern {A [form=""tako""]; E [form=""leta""]; B [form=""kot""]; C [form=""vsa""]; D [form=""ta""]; A -[obl]-> E; E -[case]-> B; E -[det]-> C; E -[det]-> D; A << E; E >> B; E >> C; E >> D} without {A -> X0} without {E -> X1} without {B -> X2} without {C -> X3} without {D -> X4}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22tako%22%5D%3B%20E%20%5Bform%3D%22leta%22%5D%3B%20B%20%5Bform%3D%22kot%22%5D%3B%20C%20%5Bform%3D%22vsa%22%5D%3B%20D%20%5Bform%3D%22ta%22%5D%3B%20A%20-%5Bobl%5D-%3E%20E%3B%20E%20-%5Bcase%5D-%3E%20B%3B%20E%20-%5Bdet%5D-%3E%20C%3B%20E%20-%5Bdet%5D-%3E%20D%3B%20A%20%3C%3C%20E%3B%20E%20%3E%3E%20B%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BE%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D	5	tako	31.76	31.76	0.00	5.14	1.00	17.12
tako >obl (kot <case vsak <det večer)	tako	kot	vsak	večer																										1	3.7	ABCD	"pattern {A [form=""tako""]; D [form=""večer""]; B [form=""kot""]; C [form=""vsak""]; A -[obl]-> D; D -[case]-> B; D -[det]-> C; A << D; D >> B; D >> C} without {A -> X0} without {D -> X1} without {B -> X2} without {C -> X3}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22tako%22%5D%3B%20D%20%5Bform%3D%22ve%C4%8Der%22%5D%3B%20B%20%5Bform%3D%22kot%22%5D%3B%20C%20%5Bform%3D%22vsak%22%5D%3B%20A%20-%5Bobl%5D-%3E%20D%3B%20D%20-%5Bcase%5D-%3E%20B%3B%20D%20-%5Bdet%5D-%3E%20C%3B%20A%20%3C%3C%20D%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BD%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D	4	tako	23.75	23.75	0.00	5.14	1.00	12.30
tako >obl (kot <case z <case življenjem)	tako	kot	z	življenjem																										1	3.7	ABCD	"pattern {A [form=""tako""]; D [form=""življenjem""]; B [form=""kot""]; C [form=""z""]; A -[obl]-> D; D -[case]-> B; D -[case]-> C; A << D; D >> B; D >> C} without {A -> X0} without {D -> X1} without {B -> X2} without {C -> X3}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22tako%22%5D%3B%20D%20%5Bform%3D%22%C5%BEivljenjem%22%5D%3B%20B%20%5Bform%3D%22kot%22%5D%3B%20C%20%5Bform%3D%22z%22%5D%3B%20A%20-%5Bobl%5D-%3E%20D%3B%20D%20-%5Bcase%5D-%3E%20B%3B%20D%20-%5Bcase%5D-%3E%20C%3B%20A%20%3C%3C%20D%3B%20D%20%3E%3E%20B%3B%20D%20%3E%3E%20C%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BD%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D	4	tako	21.93	21.93	0.00	4.26	1.00	11.20
tako >obl (kot <case zadnjih <amod pet <nummod let)	tako	kot	zadnjih	pet	let																									1	3.7	ABCDE	"pattern {A [form=""tako""]; E [form=""let""]; B [form=""kot""]; C [form=""zadnjih""]; D [form=""pet""]; A -[obl]-> E; E -[case]-> B; E -[amod]-> C; E -[nummod]-> D; A << E; E >> B; E >> C; E >> D} without {A -> X0} without {E -> X1} without {B -> X2} without {C -> X3} without {D -> X4}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22tako%22%5D%3B%20E%20%5Bform%3D%22let%22%5D%3B%20B%20%5Bform%3D%22kot%22%5D%3B%20C%20%5Bform%3D%22zadnjih%22%5D%3B%20D%20%5Bform%3D%22pet%22%5D%3B%20A%20-%5Bobl%5D-%3E%20E%3B%20E%20-%5Bcase%5D-%3E%20B%3B%20E%20-%5Bamod%5D-%3E%20C%3B%20E%20-%5Bnummod%5D-%3E%20D%3B%20A%20%3C%3C%20E%3B%20E%20%3E%3E%20B%3B%20E%20%3E%3E%20C%3B%20E%20%3E%3E%20D%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BE%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D	5	tako	34.18	34.18	0.00	5.34	1.00	18.58
takoj <advmod nato	takoj	nato																												1	3.7	AB	"pattern {B [form=""nato""]; A [form=""takoj""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22nato%22%5D%3B%20A%20%5Bform%3D%22takoj%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	nato	5.93	5.93	0.01	7.91	0.98	1.61
takoj <advmod zatem	takoj	zatem																												1	3.7	AB	"pattern {B [form=""zatem""]; A [form=""takoj""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22zatem%22%5D%3B%20A%20%5Bform%3D%22takoj%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	zatem	8.42	8.42	0.03	8.93	1.00	3.07
tam <advmod doli	tam	doli																												1	3.7	AB	"pattern {B [form=""doli""]; A [form=""tam""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22doli%22%5D%3B%20A%20%5Bform%3D%22tam%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	doli	11.88	11.88	0.03	8.83	1.00	5.15
tam <advmod zgoraj	tam	zgoraj																												1	3.7	AB	"pattern {B [form=""zgoraj""]; A [form=""tam""]; B -[advmod]-> A; B >> A} without {B -> X0} without {A -> X1}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BB%20%5Bform%3D%22zgoraj%22%5D%3B%20A%20%5Bform%3D%22tam%22%5D%3B%20B%20-%5Badvmod%5D-%3E%20A%3B%20B%20%3E%3E%20A%7D%20without%20%7BB%20-%3E%20X0%7D%20without%20%7BA%20-%3E%20X1%7D	2	zgoraj	7.56	7.56	0.02	8.49	0.99	2.56
tam >acl (kjer <mark jih <obj dotlej <advmod še <advmod niso <aux čuli)	tam	kjer	jih	dotlej	še	niso	čuli																							1	3.7	ABCDEFG	"pattern {A [form=""tam""]; G [form=""čuli""]; B [form=""kjer""]; C [form=""jih""]; D [form=""dotlej""]; E [form=""še""]; F [form=""niso""]; A -[acl]-> G; G -[mark]-> B; G -[obj]-> C; G -[advmod]-> D; G -[advmod]-> E; G -[aux]-> F; A << G; G >> B; G >> C; G >> D; G >> E; G >> F} without {A -> X0} without {G -> X1} without {B -> X2} without {C -> X3} without {D -> X4} without {E -> X5} without {F -> X6}"	http://universal.grew.fr/?corpus=UD_Slovenian-SSJ&request=pattern%20%7BA%20%5Bform%3D%22tam%22%5D%3B%20G%20%5Bform%3D%22%C4%8Duli%22%5D%3B%20B%20%5Bform%3D%22kjer%22%5D%3B%20C%20%5Bform%3D%22jih%22%5D%3B%20D%20%5Bform%3D%22dotlej%22%5D%3B%20E%20%5Bform%3D%22%C5%A1e%22%5D%3B%20F%20%5Bform%3D%22niso%22%5D%3B%20A%20-%5Bacl%5D-%3E%20G%3B%20G%20-%5Bmark%5D-%3E%20B%3B%20G%20-%5Bobj%5D-%3E%20C%3B%20G%20-%5Badvmod%5D-%3E%20D%3B%20G%20-%5Badvmod%5D-%3E%20E%3B%20G%20-%5Baux%5D-%3E%20F%3B%20A%20%3C%3C%20G%3B%20G%20%3E%3E%20B%3B%20G%20%3E%3E%20C%3B%20G%20%3E%3E%20D%3B%20G%20%3E%3E%20E%3B%20G%20%3E%3E%20F%7D%20without%20%7BA%20-%3E%20X0%7D%20without%20%7BG%20-%3E%20X1%7D%20without%20%7BB%20-%3E%20X2%7D%20without%20%7BC%20-%3E%20X3%7D%20without%20%7BD%20-%3E%20X4%7D%20without%20%7BE%20-%3E%20X5%7D%20without%20%7BF%20-%3E%20X6%7D	7	tam	65.85	65.85	0.00	5.90	1.00	37.65
